Name (extracted)	Citing Article	Citied Article	Features
SOTS-Outdoor	https://doi.org/10.1109/TPAMI.2024.3419007 (2024), https://doi.org/10.1109/TPAMI.2023.3330416 (2023), https://doi.org/10.48550/arXiv.2409.19403 (2024) (+4)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The SOTS-Outdoor dataset is primarily used to evaluate and benchmark dehazing methods, focusing on outdoor scenes. It is employed to assess the performance of dehazing algorithms in removing atmospheric haze, with metrics such as PSNR and visual comparisons. The dataset emphasizes real-world hazy conditions and is used to compare proposed models against state-of-the-art methods, highlighting parameter efficiency and performance in realistic outdoor scenarios.
RealBlur-R	https://doi.org/10.1109/CVPR52729.2023.01753 (2023), https://doi.org/10.48550/arXiv.2306.13653 (2023), https://doi.org/10.1109/CVPR52733.2024.00277 (2023) (+4)	https://doi.org/10.1109/ICCV.2019.00567 (2019)	The RealBlur-R dataset is primarily used to evaluate deblurring performance on real-world images, focusing on robustness, generalization, and practical applicability. It contains real-world blurred images captured under various conditions, including out-of-focus and motion blur, which are used to assess the effectiveness and adaptability of deblurring algorithms. The dataset enables researchers to test and improve the accuracy and zero-shot generalization capabilities of their methods, often using performance metrics such as PSNR and SSIM.
RSBlur	https://doi.org/10.1109/TPAMI.2023.3330416 (2023), https://www.semanticscholar.org/paper/3fb08a1c07eba3461d6ed784b25d952979e90e0d (2023), https://doi.org/10.1109/TPAMI.2024.3419007 (2024)	https://doi.org/10.1007/978-3-031-20071-7_29 (2022)	The RSBlur dataset is primarily used to evaluate and train image deblurring models, focusing on real-world scenarios and realistic blur synthesis. It assesses performance on naturally and motion-blurred images, emphasizing the trade-off between PSNR and model complexity. The dataset helps researchers test the robustness, generalization, and effectiveness of deblurring algorithms in practical conditions.
Seaships	https://doi.org/10.1109/TIV.2023.3347952 (2024)	https://doi.org/10.1109/TMM.2018.2865686 (2018)	The Seaships dataset is primarily used for evaluating and comparing image restoration techniques, specifically dehazing, deraining, and low-light enhancement, in maritime contexts. It focuses on ship detection and visual quality assessments, employing metrics like PSNR, SSIM, and FSIM. The dataset's precise annotations and large-scale, synthetic images enable robust training and evaluation of ship detection models under various environmental conditions.
B100	https://doi.org/10.48550/arXiv.2210.01427 (2022), https://www.semanticscholar.org/paper/34439db81b482cd562e1cdba974c70a2b89cd6d4 (2019), https://doi.org/10.48550/arXiv.2210.00405 (2022) (+2)	https://doi.org/10.5244/C.26.135 (2012)	Dataset B100 is primarily used for evaluating image super-resolution methods, focusing on low-complexity algorithms and sparse-representation techniques. It consists of 100 high-resolution natural images and is employed to assess the performance of image restoration algorithms, particularly in scaling up images. Research questions often center on the effectiveness of these methods, measured using PSNR and SSIM metrics.
LOL dataset	https://doi.org/10.1109/CVPR46437.2021.01594 (2021), https://doi.org/10.1109/TMM.2024.3407656 (2024), https://doi.org/10.1145/3664647.3681621 (2024) (+4)	https://www.semanticscholar.org/paper/c7798bbbcd2e85593a2b2d37b92dabac63420cd8 (2018)	The LOL dataset is primarily used for low-light image enhancement research, focusing on improving image quality and detail preservation in low-light conditions. It contains real scene images captured at different exposure times and ISO settings, enabling the training and evaluation of supervised, unsupervised, and zero-shot methods. The dataset supports quantitative comparisons of various enhancement techniques, including deep retinex decomposition and MIRNet, and provides ground-truth images for benchmarking performance metrics.
NH-HAZE	https://doi.org/10.1109/TCSVT.2024.3429557 (2024), https://doi.org/10.1109/TPAMI.2023.3330416 (2023), https://doi.org/10.1109/TPAMI.2024.3419007 (2024) (+5)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The NH-HAZE dataset is primarily used for evaluating and testing dehazing algorithms on real-world hazy images, particularly in outdoor and natural environments. It serves as a benchmark for assessing the robustness, effectiveness, and performance of dehazing techniques, often focusing on metrics like PSNR to measure image quality improvement. The dataset includes both hazy and haze-free images, enabling researchers to compare and validate dehazing methods under diverse conditions.
O-HAZE	https://doi.org/10.1109/TPAMI.2024.3419007 (2024), https://doi.org/10.24963/ijcai.2024/80 (2024), https://doi.org/10.1109/TCSVT.2024.3429557 (2024) (+1)	https://doi.org/10.1007/978-3-030-01449-0_52 (2018)	The O-HAZE dataset is used to assess and validate the performance of dehazing algorithms on real-world outdoor hazy images. It provides realistic conditions and challenging scenarios, enabling researchers to evaluate the effectiveness of their methods in removing haze. The dataset includes both hazy and haze-free images, facilitating direct comparisons and performance metrics such as PSNR improvements.
Rain14000	https://doi.org/10.1109/TCSVT.2023.3299324 (2024), https://doi.org/10.1109/TMM.2024.3407656 (2024), https://doi.org/10.48550/arXiv.2306.05390 (2023) (+2)	https://doi.org/10.1109/CVPR.2017.183 (2016)	The Rain14000 dataset is primarily used for training and evaluating rain removal algorithms, focusing on diverse rain patterns and intensities. It provides a large set of 11,200 clean-rain image pairs, enhancing model robustness and generalization. This dataset is crucial for improving deraining models through deep learning techniques, ensuring they perform well across various rain conditions.
DID-Data	https://doi.org/10.48550/arXiv.2404.12091 (2024), https://doi.org/10.1109/TCSVT.2023.3299324 (2024), https://doi.org/10.1109/CVPR52733.2024.00277 (2023)	https://doi.org/10.1109/TCSVT.2019.2920407 (2017)	The DID-Data dataset is primarily used for training and evaluating image restoration models, particularly in de-raining and denoising tasks. It contains paired rainy and clean images, as well as diverse synthetic rain and noise conditions, enabling researchers to test the robustness and effectiveness of their methods in various degradation scenarios. The dataset supports the integration of physics models and conditional adversarial learning, enhancing the performance and detail preservation in image restoration.
DDN-Data	https://doi.org/10.48550/arXiv.2404.12091 (2024), https://doi.org/10.1109/CVPR52733.2024.00277 (2023), https://doi.org/10.48550/arXiv.2308.09388 (2023)	https://doi.org/10.1109/CVPR.2017.186 (2017)	The DDN-Data dataset is primarily used for training and evaluating image de-raining models, focusing on synthetic rain effects. It features synthetic rain images generated by a deep detail network, which are used to test and enhance the robustness of rain removal algorithms. The dataset emphasizes realistic rain patterns and preserves image details, enabling researchers to assess the effectiveness of various rain augmentations, particularly light and heavy rain effects.
MIT-Adobe FiveK	https://doi.org/10.48550/arXiv.2310.10513 (2023), https://doi.org/10.1109/CVPR52729.2023.01350 (2022), https://doi.org/10.1109/TNNLS.2021.3131739 (2020) (+1)	https://www.semanticscholar.org/paper/5ee57b18a7be2b671ffc6f5ce5dbbe92112ee0fb (2007)	The MIT-Adobe FiveK dataset is primarily used to evaluate and compare image restoration and retouching techniques. It involves applying operators on images retouched by expert C to assess the performance and effectiveness of these techniques using metrics like PSNR and SSIM. The dataset also contributes to generating synthetic noisy images and exposure correction datasets, enhancing the training, validation, and testing of models like ShadowDiffusion and MIRNet for image enhancement and restoration.
RealSRSet	https://doi.org/10.48550/arXiv.2308.15070 (2023), https://doi.org/10.1109/ICCVW54120.2021.00210 (2021)	https://doi.org/10.1109/CVPRW50498.2020.00241 (2020)	The RealSRSet dataset is primarily used for evaluating and comparing real-world super-resolution methods, focusing on visual quality, performance, and metric scores. It provides a diverse set of real-world images, enabling comprehensive testing of algorithms like SwinIR and DiffBIR, particularly at ×4 scale. The dataset supports research on low-quality image synthesis, degradation models, and techniques such as kernel estimation and noise injection.
Raindrop datasets	https://doi.org/10.48550/arXiv.2310.10123 (2023), https://doi.org/10.1109/ACCESS.2025.3526168 (2023), https://doi.org/10.1109/ICCV48922.2021.00231 (2021) (+2)	https://doi.org/10.1109/CVPR.2017.35 (2016)	The Raindrop datasets are primarily used for raindrop and rain streak removal from images, focusing on realistic raindrop effects and enhancing image clarity. These datasets are employed to train and evaluate models, such as SPAIR, in deraining tasks, specifically assessing their performance in removing raindrop artifacts and improving visual quality.
RealBlur-J	https://doi.org/10.48550/arXiv.2306.13653 (2023), https://doi.org/10.1109/CVPR52733.2024.00277 (2023), https://doi.org/10.48550/arXiv.2310.11881 (2023) (+3)	https://doi.org/10.1109/ICCV.2019.00567 (2019)	The RealBlur-J dataset is primarily used to evaluate deblurring performance on real-world images, focusing on robustness and generalization to various challenging conditions such as low light, JPEG compression, and different types of blur. It is employed to compare proposed methods against state-of-the-art techniques, enhancing deblurring robustness and assessing zero-shot generalization capabilities. The dataset's real-world blurred images with varying degrees of blur and noise make it suitable for benchmarking and testing the effectiveness of deblurring algorithms in practical scenarios.
