Analysis_Source	Name (extracted)	Citing Article	Citied Article	Features	Name_Variants	Homepage_URL
cited_context | citing_context	Daair	https://doi.org/10.48550/arXiv.2410.15067 (2024)	https://doi.org/10.48550/arXiv.2401.13221 (2024)	The DaAIR dataset is used to evaluate and enhance data-augmented image restoration techniques, specifically focusing on improving the generalization capabilities of these methods. It is employed in testing and assessing various data-augmentation strategies to ensure that image restoration models perform well across diverse and unseen data. This dataset enables researchers to address the challenge of robustness in image restoration by providing a platform to rigorously test and refine their methodologies.; The DaAIR dataset is used for data-augmented image restoration, specifically to enhance the robustness and generalization of image restoration algorithms. It is employed to evaluate and test these algorithms under diverse and challenging degradations, focusing on improving their performance through data augmentation techniques.	DaAIR	
citing_context	DCIE	https://doi.org/10.48550/arXiv.2410.15385 (2024)	https://doi.org/10.1109/TIP.2018.2867951 (2017)	The DCIE dataset is used for low-light image enhancement, focusing on improving color and contrast in low-light conditions. Researchers employ this dataset to develop and evaluate algorithms that address specific challenges in low-light imaging, enhancing the visual quality of images captured in dim environments. This dataset enables the testing and validation of enhancement techniques, contributing to advancements in low-light image processing.		
citing_context	DDN	https://doi.org/10.48550/arXiv.2412.20157 (2024)	https://doi.org/10.1109/CVPR.2017.186 (2017)	The DDN dataset is used for training deraining models by providing additional synthetic rain images. This expands the training dataset, enhancing model performance in removing rain from images. The dataset's synthetic nature allows researchers to augment their training data, addressing the challenge of limited real-world rain imagery.		
cited_context	DDN 12	https://doi.org/10.48550/arXiv.2404.12091 (2024)	https://doi.org/10.1109/CVPR.2017.183 (2016)	The DDN 12 dataset is used to evaluate de-raining techniques on a large set of synthetic rainy images. Researchers employ this dataset to test the scalability and performance of feature extractors in de-raining tasks, focusing on how well these methods generalize to a broader range of synthetic data. This evaluation helps in assessing the robustness and efficiency of de-raining algorithms.		
cited_context	DDN 4	https://doi.org/10.48550/arXiv.2404.12091 (2024)	https://doi.org/10.1109/CVPR.2017.183 (2016)	The DDN 4 dataset is used to evaluate de-raining performance on a limited set of synthetic rainy images. Researchers focus on the accuracy of the feature extractor, employing the dataset to assess how effectively it can isolate and correct rain artifacts. This specific application highlights the dataset's utility in refining image restoration techniques, particularly in controlled, synthetic environments.		
cited_context | citing_context	Ddn-Data	https://doi.org/10.1109/CVPR52733.2024.00277 (2023), https://doi.org/10.48550/arXiv.2404.12091 (2024), https://doi.org/10.1109/CVPR52733.2024.00277 (2023), https://doi.org/10.48550/arXiv.2308.09388 (2023)	https://doi.org/10.1109/CVPR.2017.183 (2016), https://doi.org/10.1109/CVPR.2017.186 (2017)	The DDN-Data dataset is used to train and evaluate methods for synthetic rainstreak degradation and image denoising, focusing on realistic rain effects and real-world noise patterns. It enables researchers to develop and test algorithms that address specific image degradation issues, enhancing the robustness and effectiveness of image restoration techniques.; The DDN-Data dataset is primarily used for training and evaluating image de-raining models, focusing on synthetic rain effects. It features synthetic rain images generated by a deep detail network, which are used to test and enhance the robustness of rain removal algorithms. The dataset emphasizes realistic rain patterns and preserves image details, enabling researchers to assess the effectiveness of various rain augmentations, particularly light and heavy rain effects.	DDN-Data	
cited_context	Dehaze Dataset	https://doi.org/10.1109/CVPR.2019.00717 (2019)	https://www.semanticscholar.org/paper/fb52f9294fa1cd83660eccac486367eac01ea32d (2018)	The Dehaze Dataset is primarily used for image dehazing research, focusing on the evaluation of techniques to remove atmospheric effects and enhance image clarity. This dataset enables researchers to assess the performance of dehazing algorithms by providing a benchmark for comparing different methods. It is specifically tailored to address the challenge of improving visual quality in hazy images, making it a valuable resource for advancing image restoration methodologies.		
cited_context	Dehaze-TestA	https://doi.org/10.1109/CVPR.2019.00717 (2019)	https://doi.org/10.1007/s11263-015-0816-y (2014)	The Dehaze-TestA dataset is used to evaluate the performance of the DuRN-US model on dehazing tasks, specifically focusing on the quality of image restoration. This dataset enables researchers to assess how effectively their models can remove haze from images, enhancing clarity and visual quality.		
cited_context | citing_context	Dense-Haze	https://doi.org/10.48550/arXiv.2506.16960 (2025), https://doi.org/10.1109/TCSVT.2024.3429557 (2024), https://doi.org/10.1109/TIP.2025.3572788 (2025), https://doi.org/10.48550/arXiv.2308.09388 (2023), https://doi.org/10.24963/ijcai.2024/80 (2024), https://doi.org/10.1109/TCSVT.2024.3429557 (2024) (+6)	https://doi.org/10.1109/ICIP.2019.8803046 (2019), https://doi.org/10.1109/TIP.2018.2867951 (2017)	The Dense-Haze dataset is primarily used for dehazing images, particularly in dense haze conditions, to evaluate and improve the performance of dehazing algorithms. It is employed to test the robustness and effectiveness of methods in enhancing visibility and color fidelity in hazy images. The dataset serves as a benchmark, providing dense-haze and haze-free images for real-world scenario evaluations.; The Dense-Haze dataset is primarily used for evaluating and benchmarking dehazing algorithms under real-world dense haze conditions. It consists of 33 pairs of outdoor hazy and haze-free images, which are utilized to assess the performance, robustness, and accuracy of dehazing methods. Researchers employ this dataset to compare algorithmic improvements, focusing on metrics like PSNR to measure image quality enhancement in challenging atmospheric scenarios.	Dense-Haze	
cited_context | citing_context	Df2K	https://doi.org/10.48550/arXiv.2504.09973 (2025), https://doi.org/10.48550/arXiv.2412.20066 (2024), https://doi.org/10.48550/arXiv.2306.05390 (2023), https://doi.org/10.1109/CVPRW59228.2023.00178 (2023) (+2)	https://doi.org/10.48550/arXiv.2401.03379 (2024), https://doi.org/10.1109/CVPRW.2017.150 (2017)	The DF2K dataset is used to evaluate the versatility of image restoration methods across a comprehensive seven-task benchmark. This benchmark assesses the method's performance on diverse image restoration tasks, leveraging the dataset's extensive and varied content. The dataset enables researchers to test and validate their approaches in a robust, multi-faceted manner, ensuring broad applicability and effectiveness in real-world scenarios.; The DF2K dataset is used primarily for single image super-resolution and image restoration research. It combines images from DIV2K and Flickr2K to create a larger, more diverse training set, enhancing model performance and evaluation. Researchers use it to train and compare classic and advanced models, such as those employing the Swin Transformer architecture, to improve the quality of degraded images.	DF2K	
